c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,target
0.955144257,-0.009412613,-0.01338744,0.006189199,0,0,0,0,0.006152094,0,-0.006541974,-0.045638931,0,0.004161243,-0.009997445,-0.00237912,0,0,0,-0.028379097,-0.646598256,0.011718426,0,-0.002959011,0.016736724,0.014458416,-0.002800319,0,0.018521651,-0.00252104,0.00668356,0,0.047309653,0,0.009140988,-0.001702174,0,-0.014560712,-0.015785799,-0.002457051,0,0,-0.015999434,-0.000754536,0,0,0.000166169,0.794870072,0.001133577,0.008575977,0.007849661,0,0.000441061,0,0,-0.0266734,0.00255882,0,-0.0015035,0.163613505,0.003403587,0,0,0.00785549,0,0.022327909,-0.0053837,0.00060585,-0.0029514,0,0.005887902,0.001267921,0.054130675,-0.000598091,0,0.017455302,0.007332718,-0.036241781,0.037794645,0.009472333,-0.010685762,0,-0.081082406,0,0,0,-0.0067652,-0.44890807,0
1.655976184,0.005143155,-0.003907947,-0.009939387,0,0,0.360750471,0,0.016031632,0,0.064682425,0.006328418,0,0.05294921,0.002493039,0.001467302,0,0,0,0.00384516,1.099963727,0.006494515,0,-0.008745931,-0.03573194,0.004376015,0.004304787,0,0.008276571,-0.000677403,-0.001148559,0,-0.004356214,0,-0.006176477,-0.003679671,0,0.055295791,0.008942029,0.03461814,0,0,-0.00415641,0.014521532,0,0,0.019768248,1.462541153,0.004856495,0.00217402,-0.000113248,0,-0.000419288,0,0,-0.101303817,0.000666507,0,-0.010825922,0,-0.023176678,0,0,0.018283696,0,0.000840516,-0.000638556,-0.009564149,-0.006874507,0,-0.007166748,0.000242339,0.080460648,-0.011636315,0,0.037034654,0.014141844,-0.067283378,-0.00820503,-0.137625185,-0.031848574,0,-0.098313186,0,0,0,-0.054382883,0.677898178,1
-0.330733576,0.004265138,-0.004931275,0.002409045,0,0,0,0,0.01346906,0,0.039025634,-0.099500042,-0.169424577,0.014575926,-0.003492772,0.011461883,0,0,0,-0.000141098,1.436713134,0.02181327,0,0.003570849,-0.008917343,-0.012043946,-0.012024068,0,0.000888387,0.000674326,-0.001672652,0,-0.004867903,0,-0.001257207,-0.000395558,0,-0.003059935,-0.000312779,0.012284189,0,0,0.009732748,-0.003855913,0,0,-0.001739855,0.197939139,-0.007235697,-0.000186358,-0.008328945,0,-0.006407514,0,0,-0.014124105,0.005038222,0,0.000331135,0,-0.019565177,0,0,0.016016192,0,-0.011209709,-0.006599326,-0.014670841,-0.001594873,0,0.013016952,0.000430645,0.072903455,-0.001573835,0,0.048584142,0.00049129,0.064121671,-0.119351562,-0.147669503,0.015646817,0,-0.062411528,0,0,0,-0.022749889,-0.647434655,1
-1.356747841,-0.013529921,-0.016378665,-0.031800758,0,0,0,0,0.029332337,0,-0.000604479,-0.049772463,0,-0.028318357,-0.003787821,0.006066542,0,0,0,0.001076673,0.616820642,0.003411254,0,-0.003093691,0.01458795,-0.006950739,0.004707413,0,0.007482696,0.00019964,-0.022128512,0,-0.005469328,0,0.006187879,-0.001378798,0,-0.027417551,0.01625232,0.002456025,0,0.052825965,0.013192621,-0.032354764,0,0,0.00380518,-0.904037775,0.002710792,-0.007545294,-0.020030061,0,-0.002566468,0,0,0.014374183,0.004766877,0,0.072564966,0,-0.000657071,0,0,0.018469309,0,-0.000353146,0.019313889,-0.000491937,0.002839365,0,-0.011564482,-0.001084867,-0.092100818,0.001153183,0,-0.102800945,0.023937603,0.063854358,-0.119742125,0.053975395,0.004891775,0,0.125190557,0,0,0,0.012505468,0.065887427,0
0.567611793,0.002341244,0.021888228,0.001817928,0,0,0,0,0.020961486,0,0.040548361,-0.013987361,-0.138502544,-0.010703358,-0.004658902,0.009790779,0,0,0,-0.004339866,-0.452431422,-0.016624422,0,0.02610576,-0.012637954,0.031284857,-0.004425778,0,0.018715292,-0.001369679,0.00048032,0,0.001352653,0,0.004692303,0.019032384,0,0.12103208,-0.002067289,-0.021038896,0,0,0.001295351,-0.0705598,0,0,-0.005330304,0.988153301,-0.00489614,-0.000265532,-0.002040805,0,-0.00036034,0,0,-0.005446799,0.003054788,0,-0.045471571,0,-0.019341003,0,0,0.040826084,0,-0.002219657,1.63E-05,-0.002380534,-0.010378717,0,0.006218564,7.52E-05,0.048281547,-0.000333352,0,0.037020146,0.024874454,0.075691406,-0.122530618,-0.050551828,-0.059959252,0,-0.112448523,0,0,0,-0.013054294,-1.071613013,0
0.538011918,0.012528603,0.001571006,-0.010608957,0,0,0,0,-0.027749606,0,-0.015289978,-0.085230421,0,0.016533019,-0.003763191,-0.000152655,0,0,0,0.02276068,-1.531321912,-0.012879322,0,0.019769572,-0.009024223,-0.000229093,-0.009381915,0,-0.004221786,0.050702623,0.022659766,0,0.009024006,0,-0.000844429,-0.013073202,0,0.050344695,0.000985795,0.065471444,0,0,0.044907295,-0.017042126,0,0,-0.000152049,1.182058398,-0.000345637,0.001168266,0.022841036,0,0.039074998,0,0,-0.129639164,0.000114063,0,-0.010091364,0,0.013047406,0,0.08156719,0.015975123,0,-0.002361744,0.000268452,-0.003838934,0.008630162,0,-0.01149153,-0.00502765,0.080866802,-0.001831672,0,0.029243126,-0.018483441,-0.092772687,0.077292346,0.047727736,-0.011303885,0,0.087381598,0,0,0,0.002613935,-1.549387659,0
-1.083704581,-0.028451146,0.002059746,0.020536072,0,0,0,0,0.005116095,0,-0.004802752,-0.026522976,0,-0.019361829,-0.005218496,0.013701154,0,0,0.258194852,0.008149358,-1.346143477,-0.017858105,0,0.002255864,0.000228249,-0.00040301,0.00019831,0,0.023713392,0.008330865,0.002785362,0,0.005893414,0,0.017095467,0.016265489,0,-0.008965612,-0.015229045,0.003434052,0,0,-0.007363305,0.007693681,0,0,0.002009772,-1.114819906,0.006556388,0.001289552,-0.006528629,0,0.004039849,0,0,0.015831466,-0.003480635,0,0.00014544,0,0.00746297,0,0,0.005960869,0,0.003300614,-0.002350393,0.013438621,0.036966841,0,-0.020366963,-0.000637433,-0.00361381,-0.022897884,0,0.01356324,-0.005025804,0.051623741,-0.053452129,-0.0167684,0.013074855,0,-0.00286741,0,0,0,-0.001105867,-0.441231813,0
-1.426294155,0.018599859,-0.006591658,0.006720869,0,0,0,0,-0.021563528,0,-0.000327315,-0.073227977,0,0.006376344,0.00757689,-0.025307591,0,0,0,0.001292724,-1.142139747,-0.002860353,0,-0.001182057,-3.85E-05,4.52E-05,-0.000602599,0,-0.001693222,0.009033551,0.003876415,0,0.023520162,0,-0.002139099,-0.007655043,0,-0.022497686,-0.013511344,0.002683341,0,0,-0.002446212,0.03959922,0,0,0.003739688,-0.411326532,0.002897584,-0.001430949,0.053510778,0,0.000457185,0,0,-0.083981874,-0.000563749,0,-7.42E-05,0,-0.008069391,0,0.03198069,-0.018844775,0,0.002384971,-0.003038808,0.001247696,-0.001307885,0,0.00098529,0.002757469,0.022427777,0.000597874,0,0.032666666,-0.024148048,-0.062136777,0.062047023,0.005655333,0.013015788,0,-0.010511277,0,0,0,-0.021131775,-2.307370595,0
-0.79492771,-0.001136092,0.004379171,-0.00170545,0,0,0,0,0.01531636,0,0.014525342,-0.071789209,0,-0.035217191,-0.003014825,0.024655911,0,0,0,-0.000239004,1.855686177,0.004703388,0,-0.002947527,-0.009239709,-0.000684487,0.003238543,0,0.002419969,0.011410869,-0.007151188,0,-0.00139355,0,-0.002372493,0.002369017,0,-0.002097805,-0.00222523,-0.009396693,0.062277818,0,0.002464526,0.003750007,0,0,-0.00217699,0.124146831,0.006706262,0.007350652,0.023182209,0,0.000470961,0,0,0.024499938,0.00025859,0,0.021954864,0,0.006120223,0,0,6.23E-05,0,-0.001702237,0.000524801,0.002831551,9.47E-05,0,-0.019102539,0.002567775,-0.051728542,-0.008683749,0,-0.00088513,-0.001601934,0.048832398,-0.104734546,0.009073258,0.050093445,0,0.017968903,0,0,0,0.043200285,0.345945396,0
-1.323646266,-0.0108129,-0.003778517,0.004984506,0,0,0,0,0.005699265,0,-0.003664963,-0.036035719,0,-0.005260629,-0.005518684,0.011792812,0,0,0,0.000469801,-3.20714495,-0.009554833,0,0.002842021,-0.010240677,0.005816928,0.004298012,0,0.000542812,0.005663853,0.005435459,0,-0.017656477,0,-0.001291471,0.001725454,0,0.015435391,-0.014873445,0.007046406,0.06677661,0,0.025065298,-0.033438324,0,0,-0.002018437,0.248960601,0.001550993,-0.001898736,-0.028795709,0,0.002763205,0,0,0.037935058,0.013998592,0,0.000926457,0,-0.022363093,0,0,-0.010819557,0,-0.005375979,6.30E-05,-0.012286394,0.002266097,0,0.019607955,0.001773694,-0.055259287,0.007017281,0,-0.021028078,0.009985307,-0.081023633,0.097520337,0.057213438,-0.046629614,0,0.040943183,0,0,0,0.032862489,-1.876439804,0
0.546342432,0.011332835,-0.004027467,0.003353129,0,0,0,0,0.015884507,0,-0.183090662,0.007936555,0,0.028878733,0.000203258,0.000769257,0,0,0,0.003701906,1.018799971,-0.019311915,0.372134901,0.024651455,0.019188597,-0.004877103,-0.03811403,0,-0.044369194,-0.007266399,-0.01139992,0,-0.012964179,0,0.004018645,-0.012101531,0,0.121570646,-0.001857594,0.011893238,0,0,-0.018078541,0.008136352,0,0,-0.003348284,-1.203486242,-0.000692356,-0.000372052,-0.017041691,0,-0.003684917,0,0,-0.006421467,0.000312235,0,-0.022890463,0,0.043484608,0,0,-0.028302368,0,-0.003626929,-0.007000611,0.012695698,-0.006643416,0,-0.044634948,-0.00312241,0.160905216,-0.004015212,0,-0.17886365,-0.014552919,0.038189976,-0.072760191,0.041536472,0.073009337,0,-0.187505988,0,0,0,0.005455057,-0.106061496,1
-0.180584031,0.001685574,0.007615454,0.006230891,0,0,0,0,0.00466701,0,-0.00155436,-0.018697532,0,-0.007779446,0.000846466,0.025475694,0,0,0,-0.015327865,-0.039096106,-0.000198961,0,0.028429988,-0.021275645,0.010721649,0.01322904,0,0.02262278,0.04072818,-0.017091058,0,0.009382119,0,-0.001955727,-0.026004159,0,-0.0625529,-0.004029295,0.019738804,0,0,0.003985768,-0.072936448,0,0,0.000616534,-1.02594716,0.00170387,-0.001625606,-0.100742609,0,0.015006826,0,0,0.03191538,-0.004362372,0,-0.006475424,0,-0.005281698,0,0,0.032628002,0,0.009951839,-0.014814334,0.001372495,-0.004170986,0,0.051869323,0.002609342,0.016240643,-0.015787153,0.256424196,-0.000325749,-0.022455422,-0.005155722,0.005558464,-0.048400617,-0.065758961,0,0.011291486,0,0,0,-0.001350136,0.357916136,1
0.498642243,-0.014730845,0.006230478,-0.001058838,0,0,0,0,-0.014208862,0,0.0055761,-0.078392495,-0.14276348,-0.012435745,-0.009613385,0.007378869,0,0,0,-0.001407867,-0.406523536,-0.026017996,0,-0.013936169,6.64E-05,0.007617277,-0.0077196,0,0.001736793,0.008204444,-0.038342437,0,0.009108225,0,0.000516901,0.001189101,0,-0.028148189,0.002753556,-0.003784981,0,0,-0.002813747,0.097435893,0,0,-0.004492213,1.053904162,-0.012657195,0.000239212,0.011357421,0,-0.00946572,0,0,-0.000485311,0.005601334,0,-0.011390544,0,0.020970223,0,0,-0.086191133,0,-0.00877056,0.006588598,-0.005770612,-0.013408454,0,-0.024692367,0.000421344,0.037511618,0.009209428,0,0.033522047,-0.006435605,-0.201353523,0.187006196,-0.027405266,0.036501239,0,-0.033600462,0,0,0,-0.022765202,-1.004098969,1
0.874602475,-0.00143738,-0.016151743,-0.022947113,0,0,0,0,0.062474419,0,0.000155257,0.043657817,0,0.046076691,-0.000247787,0.002057156,0,0,0,0.008261186,0.249269901,0.062791824,0,0.042815104,0.030188615,0.023470463,-0.004171385,0,-0.000807304,0.046211136,-0.007908406,0,-0.0428008,0,0.001311498,0.034639976,0,-0.074651075,0.017689331,0.074250201,0,0,-0.000526178,-0.159212811,0,0.576538161,0.000126809,-1.13444756,0.006168705,0.01273225,-0.023208301,0,0.048925481,0,0,-0.251616767,0.000310216,0,0.009370564,0,0.107452351,0,0,0.202516558,0,0.000466114,0.00212696,-0.003965318,-0.000545118,0,0.067059458,-0.000847906,0.117436915,0.000551114,0,-0.011851813,0.003241031,-0.126526876,0.183560232,0.024323719,-0.023232466,0,-0.132152328,0,0,0,0.0005572,0.092001221,0
-0.284015107,0.000539178,0.002026211,0.000101607,0,0,0,0,0.004871457,0,-0.052842766,-0.005527962,0,-0.012833695,0.050811645,-0.050375427,0,0,0,0.002874574,0.450063178,-0.009507611,0,0.001019665,0.007384866,0.011136994,-0.002548237,0,-0.008277223,0.001410785,-0.013701115,0,-0.00055349,0,-0.004253096,-0.000545377,0,-0.025116523,0.00443422,-0.003552517,0,0,0.02293389,-0.018928358,0,0,-0.000522122,-1.184715673,0.004168982,-0.002565469,-0.029534737,0,-0.000635551,0.251846853,0,0.054884538,-0.018194201,0,0.010883444,0,0.004768229,0,0,0.026124242,0,-0.003366288,7.32E-05,-0.022557885,-0.011022426,0,0.003020842,2.75E-05,-0.012389461,-0.002055122,0,0.039198825,0.005851476,0.189198101,-0.193205551,-0.041581983,-0.007899926,0,-0.01685103,0,0,0,0.021623122,1.861279013,1
0.604368097,-0.003370617,-0.001337845,0.005257158,0,0,0,0,0.011407596,0,0.017101321,0.004394999,0,0.002650997,-0.006927916,-0.014911176,0,0,0,-0.018428708,0.034040917,0.001824847,0,-0.002698475,0.002809717,-0.01682881,-0.000293957,0,-0.011410795,0.010255432,0.01117249,0,-0.022951878,0,-0.002108974,0.010982311,0,0.002901702,-0.000389376,0.000787744,0,0,-0.003409595,-0.053734411,0,0,-0.003128291,1.344404201,-0.009817095,0.000348259,0.000680392,0,0.00064448,0,0,0.015597199,-0.004113214,0,0.005766308,0,0.044297265,0,0,0.033179024,0,0.000349935,-5.43E-05,-8.65E-05,0.000220287,0,0.004253235,-0.001127771,-0.066470227,0.009711032,0.173206262,-0.042109571,0.003651204,0.120401442,-0.095774924,0.089364331,0.027853903,0,0.120420363,0,0,0,-0.018788624,-0.072169715,0
-0.918956445,-0.001452252,-0.020956295,-0.052541793,0,0,0,0,-0.020516493,0,-0.145337058,-0.098841011,0,-0.041331514,-0.000129736,-0.009755628,0,0,0,0.006801294,-0.341615685,0.063048727,0,-0.029086921,0.01643051,-0.002501831,0.04953516,0,-0.001207584,-0.038431931,0.002315993,0,-0.076284548,0,-0.005259433,-0.008458566,0,0.055485392,0.020821139,-0.01102413,0,0,-0.022408413,-0.191119597,0,0,-0.001162068,-0.84667014,-0.001035613,-0.006521339,-0.087105412,0,0.030799605,0,0,0.013808535,0.002591799,0,0.064328837,0,0.002578101,0,0,0.216906145,0,-0.002716966,-0.004428754,-0.007923833,-0.003444538,0.267776579,0.047281544,0.005454903,-0.007932499,0.002582232,0,-0.032932169,0.023046298,0.063345705,-0.117814736,-0.020766427,0.006958608,0,0.067535219,0,0,0,-0.007349941,-0.861145072,0
1.347691652,-0.022035175,-0.003652592,0.000136504,0,0,0,0,0.009093639,0,-0.021443799,-0.062075573,0,-0.046684238,-0.004221121,0.001197667,0,0,0.308134993,0.015815904,-0.699162368,-0.001224074,0,0.003644877,-0.001193188,-0.003533194,0.000231907,0,0.000144861,0.002291905,-0.028997905,0,0.006644459,0,-0.006575744,-0.002238027,0,-0.030473932,-0.009813172,-0.009496726,0,0,-0.009064365,0.000327142,0,0,-8.14E-05,1.413580783,-0.000270578,0.000146772,0.025311873,0,0.002768361,0,0,-0.010528671,-0.011683542,0,0.02853339,0,-0.006919641,0,0,0.025296083,0,-0.00402127,-0.002963597,0.000303779,0.003845895,0,-0.012185581,0.005636441,-0.039337816,-0.003487105,0,0.052168009,-0.009281227,0.005709086,-0.015383342,-0.130974453,0.012733935,0,0.046131429,0,0,0,-0.000784754,-0.203496633,1
-1.278903676,-0.003784301,0.010734924,-0.012818061,0,0,0,0,-0.02021636,0,0.022890213,0.015136616,0,-0.030539474,0.004786118,-0.000939641,0,0,0,0.006009056,1.536024821,-0.00402809,0,0.005006643,-0.001643413,-0.009427473,-0.00400244,0,-0.001254799,-0.008188146,-0.00666394,0,-0.000575076,0,5.17E-05,-0.000940479,0,0.013253011,0.006314973,-0.022093466,0.13869514,0,0.014607733,0.017136713,0,0,0.000466376,0.543517717,0.001135092,-0.003465046,0.025800662,0,-0.003252452,0,0,-0.043113996,-0.012355337,0,-0.0155026,0,0.001846369,0,0,-0.026301919,0,-0.0007832,0.000508209,-2.71E-05,0.004635445,0,-0.009323227,-0.000399893,0.083234185,0.002240947,0,-0.067224748,-0.016987499,0.286663039,-0.316229771,0.054640747,0.031540635,0,-0.097486175,0,0,0,-0.027385524,-1.015427589,0
1.400946793,-0.016269326,0.005433326,0.003948118,0,0,0,0,-0.028214659,0,-0.001222791,-0.126659162,-0.080891593,-0.004397802,-0.004122794,0.025779845,0,0,0,-0.003740684,-0.502500242,-0.012320673,0,0.004142033,-0.02136353,0.000609046,-0.007704518,0,0.000629838,0.030928461,-0.004865666,0,0.002467394,0,0.00478489,0.012530795,0,-0.11094464,-0.001267374,-0.013837207,0,0,0.009828652,0.047772808,0,0,0.000477169,0.991962031,0.003038665,-0.009518695,-0.094130474,0,-0.007917847,0,0,0.014635237,0.000905941,0,-0.004538614,0,0.029752599,0,0,-0.138908171,0,-8.90E-05,-0.020132438,0.001086824,0.000976143,0,-0.049562385,0.005357643,-0.061224655,0.00357601,0,0.013482822,-0.004661493,0.018206084,0.020576623,-0.009510401,0.0056251,0,0.058600287,0,0,0,0.023294011,-1.62144738,1
